id_livro,titulo,autor,isbn,genero,editora,ano
1461,Fogo dados cidade historia,Maria Luiza da Cruz,978-8381403065,Infantil,Editora Pereira,1955
1462,Vento dados leitura,Breno Guerra,978-8617195098,Romance,Editora Ribeiro,1970
1463,Memoria mundo mar,Manuella Pinto,978-7548696054,Romance,Editora Almeida,1982
1464,Vento mar memoria,Rael Cunha,978-2809331583,Historia,Editora Lima,1961
1465,Mundo luz,Sr. Caleb Andrade,978-7019156642,Infantil,Editora Ribeiro,1956
1466,Tempo mundo cidade vento,Valentim Aparecida,978-4977377637,Ficcao Cientifica,Editora Carvalho,1970
1467,Historia cidade mundo,Murilo Brito,978-7987467736,Romance,Editora Lima,1954
1468,Memoria leitura,Dra. Lívia Montenegro,978-7133025514,Tecnico,Editora Lima,1954
1469,Sonho sombra leitura tempo,Olívia Costa,978-9745668284,Tecnico,Editora Souza,1950
1470,Fogo leitura,Davi Pereira,978-7140469888,Fantasia,Editora Carvalho,1991
1471,Luz tempo memoria,Kaique Ribeiro,978-2067806772,Romance,Editora Gomes,2016
1472,Silencio sombra historia,Davi Novais,978-9028084288,Ficcao Cientifica,Editora Oliveira,1950
1473,Luz historia silencio memoria,Eduarda da Costa,978-5855605194,Ficcao Cientifica,Editora Ribeiro,2023
1474,Cidade vento silencio mundo,Vitor Cavalcanti,978-5537627909,Biografia,Editora Costa,1970
1475,Sombra sombra,Erick da Rocha,978-4808044734,Romance,Editora Gomes,1957
1476,Mar vento vento sombra,Antonella Ferreira,978-3124667891,Fantasia,Editora Pereira,1950
1477,Historia luz dados dados,Lunna Sampaio,978-7043644694,Romance,Editora Gomes,2003
1478,Mundo tempo silencio,Liam Borges,978-8178917089,Fantasia,Editora Lima,1995
1479,Silencio luz,Sr. Théo Fonseca,978-5179669199,Fantasia,Editora Gomes,1983
1480,Leitura sombra,Luiz Gustavo Pimenta,978-1063882570,Infantil,Editora Carvalho,1995
1481,Memoria silencio,Maysa Siqueira,978-7436149960,Infantil,Editora Ribeiro,2013
1482,Fogo memoria historia,Caio Pinto,978-5549806568,Ficcao Cientifica,Editora Almeida,1991
1483,Sonho mar,Ana Cardoso,978-1981030211,Biografia,Editora Souza,2001
1484,Memoria mundo dados,Henry Moreira,978-9416206270,Infantil,Editora Pereira,1987
1485,Sonho tempo mundo mundo,Ágatha Gonçalves,978-5188732227,Historia,Editora Pereira,1994
1486,Cidade mar sombra cidade,Cauã Silveira,978-8436569282,Tecnico,Editora Silva,1987
1487,Cidade historia tempo,Dra. Isabel Nunes,978-8578546568,Ficcao Cientifica,Editora Carvalho,2011
1488,Sonho silencio,Theo Vasconcelos,978-8617355137,Romance,Editora Silva,2002
1489,Vento sonho vento,Sr. Samuel Rocha,978-4737901442,Romance,Editora Carvalho,2023
1490,Mar tempo tempo,Diego Pacheco,978-5227502807,Historia,Editora Oliveira,2024
1491,Mundo leitura sombra vento,Alexia da Mota,978-2115288740,Romance,Editora Ribeiro,1966
1492,Luz mar luz,João Pedro Almeida,978-4327813015,Poesia,Editora Oliveira,1986
1493,Fogo leitura dados luz,Emanuella Monteiro,978-8057722564,Infantil,Editora Carvalho,2022
1494,Luz sonho,Mateus Caldeira,978-2121168114,Fantasia,Editora Almeida,1998
1495,Leitura vento historia,Vitória Campos,978-6252548866,Fantasia,Editora Pereira,1985
1496,Memoria silencio,Luana da Rosa,978-9705152865,Biografia,Editora Lima,1977
1497,Memoria mundo,Gustavo Porto,978-7832954524,Historia,Editora Pereira,1980
1498,Cidade mar memoria,Gabriela Alves,978-9230790062,Biografia,Editora Carvalho,1952
1499,Cidade mundo memoria memoria,Ana Julia Andrade,978-4576621640,Romance,Editora Oliveira,1959
1500,Leitura sonho leitura historia,Ana Beatriz Guerra,978-6984821244,Historia,Editora Souza,2015
1501,Luz tempo,Bryan Siqueira,978-3506646610,Biografia,Editora Gomes,1956
1502,Dados luz silencio,Benicio da Luz,978-5416340015,Romance,Editora Almeida,1952
1503,Sombra historia sombra vento,Anthony Gabriel Ramos,978-1933351709,Infantil,Editora Oliveira,1982
1504,Vento silencio sonho mundo,Benjamim Gomes,978-5853321243,Fantasia,Editora Oliveira,1950
1505,Fogo mar dados,Henrique Camargo,978-3109209656,Infantil,Editora Carvalho,1980
1506,Fogo mar cidade,Ravi Lucca Gonçalves,978-2412235258,Ficcao Cientifica,Editora Costa,2025
1507,Sombra silencio silencio mundo,Gabriela Almeida,978-4459761909,Biografia,Editora Pereira,1996
1508,Tempo leitura silencio,Cauã Guerra,978-3893210660,Poesia,Editora Almeida,2007
1509,Fogo historia mar historia,Mateus Barbosa,978-3597144048,Romance,Editora Almeida,1963
1510,Fogo memoria fogo,Ana Vitória Dias,978-2347148102,Infantil,Editora Pereira,2007
1511,Silencio memoria cidade leitura,Maria Alice Cunha,978-1961561769,Poesia,Editora Souza,2007
1512,Sonho mundo leitura sonho,Valentim Pinto,978-3856763483,Historia,Editora Gomes,1992
1513,Leitura fogo silencio,Nina da Cunha,978-7291230951,Infantil,Editora Silva,1968
1514,Sonho dados,Isabelly Barbosa,978-4443581041,Biografia,Editora Oliveira,2013
1515,Sombra tempo vento fogo,Dra. Lavínia Fernandes,978-2993144653,Biografia,Editora Almeida,1965
1516,Historia luz mundo mar,Guilherme Silveira,978-2811626619,Romance,Editora Silva,1992
1517,Cidade silencio,Carolina Caldeira,978-9149191200,Poesia,Editora Costa,1971
1518,Mar cidade vento fogo,Alexia Correia,978-3936315934,Ficcao Cientifica,Editora Gomes,1986
1519,Silencio sonho sombra sonho,Ana Vitória Silva,978-1804474636,Infantil,Editora Ribeiro,2010
1520,Mundo leitura leitura,Lívia da Mata,978-2494276161,Ficcao Cientifica,Editora Costa,2018
1521,Historia silencio vento,Thomas da Rocha,978-5407871473,Fantasia,Editora Carvalho,1974
1522,Leitura tempo silencio vento,Dante Ramos,978-6582539557,Ficcao Cientifica,Editora Pereira,1964
1523,Memoria fogo sombra vento,Pedro Henrique Câmara,978-6455321132,Poesia,Editora Carvalho,1999
1524,Vento tempo,Otto Cirino,978-3873899049,Historia,Editora Silva,2023
1525,Silencio historia sonho cidade,Rhavi Pires,978-3855437269,Biografia,Editora Gomes,1979
1526,Vento sombra mar luz,Sra. Gabrielly da Mata,978-9613725489,Infantil,Editora Almeida,1964
1527,Historia luz leitura vento,Dr. Enrico Lopes,978-4899320322,Biografia,Editora Costa,1961
1528,Mar sombra cidade historia,Léo Pires,978-5283016352,Infantil,Editora Carvalho,1963
1529,Tempo silencio memoria,Dra. Giovanna Farias,978-6898214876,Infantil,Editora Souza,2002
1530,Memoria cidade vento,Enzo Marques,978-9986122144,Fantasia,Editora Pereira,1980
1531,Dados sonho leitura,Sra. Julia Moura,978-6091120687,Ficcao Cientifica,Editora Almeida,2008
1532,Memoria tempo cidade,Ryan Lima,978-6884715175,Biografia,Editora Lima,1996
1533,Cidade mundo memoria historia,Maria Sophia Vargas,978-7341979854,Poesia,Editora Souza,1957
1534,Dados sombra mar,Nicolas Dias,978-4120476622,Fantasia,Editora Silva,1988
1535,Sonho memoria historia,Luiz Gustavo Santos,978-5798677148,Ficcao Cientifica,Editora Silva,2003
1536,Silencio sombra,Dra. Eloah Porto,978-2436301230,Biografia,Editora Gomes,1978
1537,Luz mundo,Luiza da Mata,978-9047676682,Romance,Editora Carvalho,1950
1538,Memoria mar leitura,Lucca Sousa,978-8868973439,Romance,Editora Costa,1957
1539,Sonho vento sombra leitura,Rael Lopes,978-5536204083,Romance,Editora Silva,2005
1540,Leitura sombra fogo,Enzo da Rosa,978-1234428073,Infantil,Editora Gomes,1957
1541,Fogo dados tempo,Isabella Cirino,978-1508582001,Infantil,Editora Carvalho,2010
1542,Fogo sombra vento,Isabella Novaes,978-1870726354,Historia,Editora Pereira,2002
1543,Dados fogo fogo,Vitor Nogueira,978-9799058406,Infantil,Editora Carvalho,2003
1544,Silencio historia,Mariah Barbosa,978-3195895709,Romance,Editora Gomes,2019
1545,Tempo memoria cidade cidade,Benjamin Ribeiro,978-5952658405,Biografia,Editora Gomes,1994
1546,Sombra mar memoria sombra,Dr. Vitor Gabriel Casa Grande,978-6055033879,Poesia,Editora Ribeiro,1973
1547,Mundo dados silencio sonho,Ana Cecília Teixeira,978-5058899988,Historia,Editora Gomes,1958
1548,Tempo cidade silencio,Ana Carolina Novaes,978-9538352314,Romance,Editora Costa,1977
1549,Cidade silencio historia,Brenda Cunha,978-1377307524,Biografia,Editora Lima,2007
1550,Mar leitura tempo dados,Ravi Cassiano,978-3300820629,Tecnico,Editora Oliveira,1987
1551,Tempo fogo vento,Manuella Moraes,978-4492228998,Historia,Editora Gomes,1960
1552,Sonho luz dados,Dom Abreu,978-7734073993,Ficcao Cientifica,Editora Oliveira,1977
1553,Leitura luz fogo sombra,Eduarda Aragão,978-3743134650,Infantil,Editora Ribeiro,1960
1554,Leitura vento,Dra. Maria Luiza da Rocha,978-5564410662,Romance,Editora Souza,1980
1555,Sonho fogo sonho,Alícia Teixeira,978-1100644587,Fantasia,Editora Gomes,2026
1556,Tempo sombra,Vinicius Moreira,978-8446011723,Fantasia,Editora Pereira,1957
1557,Vento sonho mar,Fernanda Jesus,978-5573754249,Romance,Editora Costa,1982
1558,Cidade mar,Maria Cecília Mendonça,978-9901940589,Poesia,Editora Oliveira,2005
1559,Fogo dados dados fogo,Maria Sophia Andrade,978-9561863008,Poesia,Editora Silva,2004
1560,Leitura silencio tempo tempo,Srta. Manuella Sá,978-4694252032,Infantil,Editora Lima,1999
1561,Leitura cidade,Alexia da Cunha,978-8555878639,Ficcao Cientifica,Editora Carvalho,1985
1562,Dados sombra,Henrique Sá,978-3013436470,Historia,Editora Silva,1993
1563,Mar memoria luz mar,Yasmin Novaes,978-5954575824,Poesia,Editora Silva,1982
1564,Vento cidade cidade memoria,Antonella Rezende,978-3079462512,Fantasia,Editora Silva,1954
1565,Dados mundo,Marina Pacheco,978-5653652250,Romance,Editora Ribeiro,2002
1566,Cidade luz,Olivia Farias,978-7910006877,Romance,Editora Oliveira,1989
1567,Tempo vento cidade sombra,Kaique da Rosa,978-5121877996,Historia,Editora Carvalho,1994
1568,Mundo historia luz leitura,Júlia Pires,978-1162773838,Romance,Editora Lima,1979
1569,Tempo fogo,Srta. Ana Júlia Monteiro,978-4586558138,Poesia,Editora Gomes,2012
1570,Sonho cidade dados mar,Emilly Aragão,978-3916253772,Infantil,Editora Oliveira,1980
1571,Vento memoria luz memoria,Sophie Aragão,978-6887244678,Fantasia,Editora Pereira,1982
1572,Sonho historia leitura mundo,Yago Castro,978-1017968515,Romance,Editora Almeida,2011
1573,Fogo tempo sonho,Sra. Heloisa Nunes,978-9442273893,Tecnico,Editora Souza,1976
1574,Mar sonho luz luz,Ana Clara Pacheco,978-2066949210,Tecnico,Editora Costa,2010
1575,Dados mar sonho,Yasmin Souza,978-3125886704,Romance,Editora Almeida,1971
1576,Historia vento memoria,Lívia Câmara,978-1946460898,Fantasia,Editora Pereira,1968
1577,Memoria mundo,Natália das Neves,978-7738538362,Biografia,Editora Gomes,2023
1578,Luz sombra historia,Maria Julia Pinto,978-3369567188,Infantil,Editora Costa,1997
1579,Dados sombra,Apollo da Paz,978-8342064529,Biografia,Editora Almeida,1991
1580,Mar dados tempo sonho,Sra. Ana Sophia Andrade,978-3227044191,Historia,Editora Pereira,1955
1581,Silencio vento mar,Sra. Zoe Silva,978-2627975270,Infantil,Editora Almeida,2016
1582,Memoria historia fogo,Ryan Novaes,978-2940497840,Biografia,Editora Oliveira,1996
1583,Cidade memoria mundo sombra,Théo Lima,978-9673555193,Romance,Editora Almeida,2018
1584,Silencio vento,Bento Freitas,978-5878580061,Romance,Editora Costa,1960
1585,Cidade luz silencio,Davi Miguel Fonseca,978-1086272844,Romance,Editora Costa,1967
1586,Cidade memoria dados sonho,Vinícius Moraes,978-9345669609,Infantil,Editora Almeida,1998
1587,Mar mar memoria vento,Stella Pimenta,978-2810026529,Ficcao Cientifica,Editora Souza,1980
1588,Fogo fogo mar,Luiz Fernando Ferreira,978-3029540890,Historia,Editora Almeida,1981
1589,Historia mar fogo mar,Samuel Melo,978-7922382969,Biografia,Editora Almeida,2007
1590,Memoria luz silencio mundo,Ágatha da Luz,978-8557709486,Fantasia,Editora Pereira,1992
1591,Historia vento,Léo Rezende,978-2646901887,Tecnico,Editora Oliveira,1951
1592,Vento mundo sonho tempo,Alícia Sousa,978-8609009063,Biografia,Editora Pereira,1966
1593,Fogo vento memoria sombra,Beatriz Nascimento,978-1524088689,Historia,Editora Gomes,1959
1594,Vento sombra dados memoria,João Vitor Pimenta,978-3801142049,Historia,Editora Pereira,1993
1595,Dados sombra,Dra. Vitória Ribeiro,978-3273243606,Historia,Editora Oliveira,1968
1596,Sombra historia,Lucas Aparecida,978-8433016448,Romance,Editora Oliveira,2012
1597,Luz memoria cidade sonho,Otávio Vargas,978-4430676547,Ficcao Cientifica,Editora Costa,2003
1598,Mundo vento dados luz,Sr. Vinícius Mendes,978-8540250413,Tecnico,Editora Almeida,1954
1599,Fogo sombra fogo tempo,Ana Carolina Duarte,978-1314899218,Fantasia,Editora Oliveira,2020
1600,Mar fogo fogo vento,Melissa Câmara,978-9597112583,Poesia,Editora Ribeiro,2015
1601,Sombra sonho dados mar,Pietro Souza,978-1294590597,Tecnico,Editora Silva,2008
1602,Tempo fogo,Raquel Novais,978-4197826864,Tecnico,Editora Costa,2001
1603,Mundo sonho,Benicio Nascimento,978-9474819368,Infantil,Editora Ribeiro,1992
1604,Vento mar tempo tempo,Dra. Bianca da Cruz,978-2168210170,Biografia,Editora Gomes,1967
1605,Silencio mundo,Marcelo Macedo,978-6041372335,Tecnico,Editora Gomes,2013
1606,Mundo silencio mar,Dr. Carlos Eduardo Almeida,978-5049046701,Ficcao Cientifica,Editora Souza,2014
1607,Sonho tempo,Guilherme Brito,978-9125680291,Ficcao Cientifica,Editora Silva,2025
1608,Fogo cidade luz,Maria Julia Cassiano,978-2122798284,Romance,Editora Souza,2021
1609,Leitura sonho,Gustavo Oliveira,978-8502765023,Fantasia,Editora Oliveira,2026
1610,Memoria memoria,Gael Henrique Nascimento,978-4825606167,Romance,Editora Oliveira,1999
1611,Fogo memoria cidade,Murilo Fonseca,978-6622840063,Romance,Editora Silva,1966
1612,Mundo leitura historia leitura,José Pedro Cardoso,978-5781701657,Biografia,Editora Silva,1989
1613,Memoria mundo,Isis Cunha,978-4730878209,Infantil,Editora Almeida,2017
1614,Mar leitura silencio leitura,João Guilherme Castro,978-7584452745,Historia,Editora Oliveira,1953
1615,Mundo dados silencio,Daniela Moreira,978-2124046759,Infantil,Editora Oliveira,2008
1616,Sombra leitura,Sra. Alexia Lima,978-3432792056,Romance,Editora Almeida,1978
1617,Dados dados,Lucas Costela,978-4545894483,Infantil,Editora Oliveira,1991
1618,Mundo sombra,Yago das Neves,978-1729702479,Fantasia,Editora Silva,1959
1619,Vento cidade,Sr. Kaique Machado,978-5101650214,Romance,Editora Carvalho,2021
1620,Silencio fogo,Dra. Julia Caldeira,978-2338896340,Romance,Editora Pereira,1999
1621,Sombra leitura silencio memoria,Nicole Costa,978-2730801410,Tecnico,Editora Gomes,1968
1622,Historia dados vento,Dr. Cauê Nascimento,978-8486090930,Infantil,Editora Carvalho,2020
1623,Sombra memoria,Emilly Moreira,978-9096071469,Fantasia,Editora Costa,1996
1624,Leitura sombra,Sr. Isaac Carvalho,978-4050530502,Infantil,Editora Almeida,1958
1625,Tempo silencio,Cauã Pimenta,978-6463653220,Tecnico,Editora Gomes,1981
1626,Luz vento,Sr. Emanuel Brito,978-2451382980,Fantasia,Editora Oliveira,1953
1627,Sombra cidade mundo dados,Sra. Juliana Porto,978-5938480945,Poesia,Editora Gomes,1989
1628,Vento silencio,Maysa Nogueira,978-6160559242,Historia,Editora Lima,2003
1629,Mundo mundo fogo,Raquel Aparecida,978-1214266166,Biografia,Editora Costa,2016
1630,Cidade tempo mundo,Melina das Neves,978-3166254447,Ficcao Cientifica,Editora Silva,2020
1631,Leitura sombra historia,Raquel da Luz,978-8222694647,Infantil,Editora Silva,1961
1632,Tempo sombra mar mundo,Anthony Rocha,978-3784794671,Fantasia,Editora Almeida,1950
1633,Mundo fogo,Bianca da Mata,978-9527194330,Tecnico,Editora Almeida,2015
1634,Vento memoria memoria tempo,Liam Vargas,978-8485653966,Historia,Editora Silva,1962
1635,Leitura sonho vento fogo,Isadora Azevedo,978-1091296151,Fantasia,Editora Silva,1962
1636,Luz leitura fogo,Vitor Gabriel Cassiano,978-5324885196,Ficcao Cientifica,Editora Carvalho,1964
1637,Sonho luz dados,Fernando Porto,978-2475517503,Tecnico,Editora Carvalho,1970
1638,Silencio cidade cidade,Daniel Campos,978-8017966470,Biografia,Editora Pereira,2001
1639,Sombra vento,Sr. Valentim Cirino,978-9357636067,Poesia,Editora Carvalho,2005
1640,Sombra mar memoria,Thomas Leão,978-5109485645,Romance,Editora Silva,1982
1641,Cidade leitura dados silencio,Aurora Porto,978-6271507458,Biografia,Editora Almeida,1979
1642,Cidade sombra sonho,Kaique Barros,978-2268536759,Fantasia,Editora Oliveira,2010
1643,Vento fogo,Helena Fogaça,978-9313367206,Tecnico,Editora Almeida,1977
1644,Silencio tempo,Dr. Rodrigo Montenegro,978-6876386774,Romance,Editora Ribeiro,1956
1645,Historia vento,Júlia Borges,978-7797800197,Fantasia,Editora Costa,1990
1646,Tempo historia sonho,Luiz Felipe Vieira,978-2091807434,Infantil,Editora Souza,1954
1647,Dados fogo mar historia,Sra. Laura Mendes,978-6416258114,Romance,Editora Ribeiro,1964
1648,Memoria sombra vento,Luiz Felipe Ferreira,978-6571120339,Romance,Editora Costa,2003
1649,Cidade tempo,Mirella Moura,978-5777488574,Romance,Editora Lima,1951
1650,Historia luz,Luiza Monteiro,978-6024251491,Fantasia,Editora Costa,1960
1651,Tempo memoria,Pietra Vargas,978-5695714930,Infantil,Editora Oliveira,2019
1652,Fogo luz,Matheus Câmara,978-5592453261,Infantil,Editora Silva,1962
1653,Mundo cidade fogo,João Felipe Monteiro,978-5450325533,Biografia,Editora Pereira,2020
1654,Mar leitura,Melissa da Costa,978-2913886177,Historia,Editora Costa,2001
1655,Vento leitura dados sonho,Bryan Vargas,978-7807706649,Ficcao Cientifica,Editora Almeida,2005
1656,Historia sonho,Pedro Lucas Ferreira,978-6938941594,Infantil,Editora Lima,2011
1657,Tempo cidade mar,Maria Eduarda da Cruz,978-8802218762,Infantil,Editora Almeida,1956
1658,Tempo luz dados memoria,Juan Duarte,978-3922726194,Ficcao Cientifica,Editora Pereira,1981
1659,Fogo fogo historia luz,Ravi Lucca Aragão,978-4797369215,Historia,Editora Souza,1951
1660,Mar luz,Júlia Rios,978-7994968548,Biografia,Editora Souza,1982
1661,Mar vento,Beatriz Cunha,978-4686463846,Fantasia,Editora Almeida,1968
1662,Mundo historia,José Cunha,978-8564436977,Fantasia,Editora Carvalho,1965
1663,Sonho leitura silencio silencio,Maria Sophia Nunes,978-2498468081,Historia,Editora Costa,1955
1664,Mundo dados sombra,Noah Barros,978-3100179900,Tecnico,Editora Ribeiro,1978
1665,Mundo mar,Carolina Moura,978-2243432379,Romance,Editora Lima,2010
1666,Sonho sombra fogo,Ravi Lucca Porto,978-9869824910,Tecnico,Editora Souza,1952
1667,Dados silencio cidade,Isabel Andrade,978-4784513500,Historia,Editora Silva,1995
1668,Tempo sonho tempo,Maria Eduarda Aparecida,978-8330068445,Romance,Editora Lima,2025
1669,Tempo mundo,Pedro Lucas Farias,978-7484690720,Biografia,Editora Gomes,1976
1670,Vento tempo mundo leitura,Ana Liz Vasconcelos,978-8735172451,Infantil,Editora Lima,1990
1671,Cidade fogo historia fogo,Maysa das Neves,978-2619774970,Ficcao Cientifica,Editora Costa,1971
1672,Cidade mundo historia tempo,Camila da Luz,978-5070641691,Infantil,Editora Silva,1974
1673,Silencio vento fogo leitura,Thales das Neves,978-5244684770,Fantasia,Editora Lima,1991
1674,Sonho leitura tempo leitura,Sr. Calebe Rocha,978-3943031615,Fantasia,Editora Silva,2007
1675,Mar vento silencio,Beatriz Rodrigues,978-1990748159,Poesia,Editora Ribeiro,2006
1676,Sonho memoria mar,Dr. Josué Barbosa,978-9958655744,Historia,Editora Lima,1954
1677,Sonho memoria vento,Maria Fernanda Mendes,978-9962516865,Romance,Editora Silva,1970
1678,Tempo historia silencio mundo,Srta. Melina Dias,978-6327112399,Fantasia,Editora Costa,2009
1679,Mar dados,Murilo da Mata,978-1289405849,Poesia,Editora Ribeiro,1983
